txn_id,source,city,area,building,property_type,bedrooms,size_sqft,price,txn_date
sale_00095,dxbconnect,Dubai,Jumeirah Village Circle,Pantheon,apartment,2,1231.7,1151000.0,2026-04-24
sale_00096,adre,Dubai,Jumeirah Village Circle,Belgravia,apartment,2,1097.0,1110000.0,2026-01-02
sale_00097,dxbconnect,Dubai,Jumeirah Village Circle,Bloom Towers,apartment,2,1130.5,1103000.0,2026-03-13
sale_00098,adre,Dubai,Jumeirah Village Circle,Belgravia,apartment,3,1575.9,1577000.0,2026-04-13
sale_00099,dld,Dubai,Jumeirah Village Circle,Belgravia,apartment,3,1817.8,1990000.0,2025-12-25
sale_00100,dxbconnect,Dubai,Jumeirah Village Circle,Pantheon,apartment,3,1731.0,1827000.0,2025-12-07
sale_00101,adre,Dubai,Jumeirah Village Circle,Pantheon,apartment,3,1489.5,1499000.0,2026-05-01
sale_00102,adre,Dubai,Jumeirah Village Circle,Belgravia,apartment,3,1538.7,1783000.0,2025-09-20
sale_00103,adre,Dubai,Jumeirah Village Circle,Pantheon,apartment,3,1641.8,1822000.0,2026-02-12
sale_00104,adre,Dubai,Jumeirah Village Circle,Bloom Towers,apartment,3,1723.8,1840000.0,2025-08-27
sale_00105,adre,Dubai,Jumeirah Village Circle,Pantheon,apartment,3,1685.0,1750000.0,2026-04-21
sale_00106,dxbconnect,Dubai,Jumeirah Village Circle,Belgravia,apartment,3,1802.0,1752000.0,2026-04-28
sale_00107,dxbconnect,Dubai,Jumeirah Village Circle,Belgravia,apartment,3,1624.2,1607000.0,2025-09-02
sale_00108,adre,Dubai,Jumeirah Village Circle,Pantheon,apartment,3,1786.1,1877000.0,2026-06-12
sale_00109,dxbconnect,Dubai,Jumeirah Village Circle,Bloom Towers,apartment,3,1785.9,1948000.0,2025-08-07
sale_00110,adre,Dubai,Jumeirah Village Circle,Belgravia,apartment,3,1679.1,1516000.0,2026-06-02
sale_00111,dxbconnect,Dubai,Jumeirah Village Circle,Pantheon,apartment,3,1711.0,1961000.0,2025-08-16
sale_00112,dld,Dubai,Business Bay,Merano,apartment,0,425.5,661000.0,2026-06-09
sale_00113,dld,Dubai,Business Bay,Merano,apartment,0,474.5,846000.0,2026-05-04
sale_00114,dxbconnect,Dubai,Business Bay,Executive Towers,apartment,0,396.2,696000.0,2025-09-03
sale_00115,dxbconnect,Dubai,Business Bay,Merano,apartment,0,479.4,847000.0,2026-05-11
sale_00116,dld,Dubai,Business Bay,Executive Towers,apartment,0,466.3,846000.0,2025-12-30
sale_00117,dld,Dubai,Business Bay,Executive Towers,apartment,0,465.4,861000.0,2025-07-16
sale_00118,dld,Dubai,Business Bay,Executive Towers,apartment,0,474.4,815000.0,2026-04-17
sale_00119,dld,Dubai,Business Bay,Damac Maison,apartment,0,405.0,644000.0,2026-03-18
sale_00120,dxbconnect,Dubai,Business Bay,Damac Maison,apartment,0,395.6,659000.0,2025-06-25
sale_00121,dxbconnect,Dubai,Business Bay,Damac Maison,apartment,0,465.5,877000.0,2025-08-12
sale_00122,adre,Dubai,Business Bay,Merano,apartment,0,458.1,878000.0,2026-05-13
sale_00123,dxbconnect,Dubai,Business Bay,Executive Towers,apartment,0,443.6,696000.0,2026-04-04
sale_00124,adre,Dubai,Business Bay,Damac Maison,apartment,0,450.1,832000.0,2025-09-13
sale_00125,adre,Dubai,Business Bay,Executive Towers,apartment,0,470.8,764000.0,2026-05-29
sale_00126,adre,Dubai,Business Bay,Executive Towers,apartment,1,773.9,1181000.0,2026-01-29
sale_00127,dld,Dubai,Business Bay,Merano,apartment,1,755.0,1222000.0,2025-12-28
sale_00128,dxbconnect,Dubai,Business Bay,Merano,apartment,1,800.0,1381000.0,2026-01-02
sale_00129,dld,Dubai,Business Bay,Merano,apartment,1,841.8,1438000.0,2025-11-15
sale_00130,adre,Dubai,Business Bay,Damac Maison,apartment,1,829.9,1419000.0,2026-04-17
sale_00131,dld,Dubai,Business Bay,Damac Maison,apartment,1,773.9,1387000.0,2025-12-22
sale_00132,dxbconnect,Dubai,Business Bay,Executive Towers,apartment,1,877.2,1543000.0,2026-05-10
sale_00133,dld,Dubai,Business Bay,Merano,apartment,1,740.4,1326000.0,2025-10-25
sale_00134,dxbconnect,Dubai,Business Bay,Executive Towers,apartment,1,794.7,1310000.0,2025-07-02
sale_00135,adre,Dubai,Business Bay,Executive Towers,apartment,1,727.7,1233000.0,2026-01-12
sale_00136,dld,Dubai,Business Bay,Merano,apartment,1,870.7,1642000.0,2026-02-05
sale_00137,adre,Dubai,Business Bay,Merano,apartment,1,760.9,1305000.0,2025-10-18
sale_00138,adre,Dubai,Business Bay,Merano,apartment,1,809.0,1382000.0,2026-04-03
sale_00139,adre,Dubai,Business Bay,Damac Maison,apartment,1,780.3,1614000.0,2025-12-08
sale_00140,dld,Dubai,Business Bay,Damac Maison,apartment,2,1281.5,2257000.0,2025-08-07
sale_00141,adre,Dubai,Business Bay,Executive Towers,apartment,2,1167.9,1932000.0,2026-02-19
sale_00142,dxbconnect,Dubai,Business Bay,Damac Maison,apartment,2,1119.7,2051000.0,2025-08-18
sale_00143,dld,Dubai,Business Bay,Merano,apartment,2,1159.7,2094000.0,2026-04-11
sale_00144,dxbconnect,Dubai,Business Bay,Executive Towers,apartment,2,1246.2,1901000.0,2026-01-05
sale_00145,dxbconnect,Dubai,Business Bay,Damac Maison,apartment,2,1074.1,2059000.0,2026-04-18
sale_00146,adre,Dubai,Business Bay,Merano,apartment,2,1129.1,1768000.0,2025-12-12
sale_00147,dxbconnect,Dubai,Business Bay,Merano,apartment,2,1351.4,2437000.0,2026-02-20
sale_00148,dxbconnect,Dubai,Business Bay,Merano,apartment,2,1212.9,1891000.0,2025-07-11
sale_00149,adre,Dubai,Business Bay,Damac Maison,apartment,2,1173.9,2168000.0,2025-12-04
sale_00150,adre,Dubai,Business Bay,Damac Maison,apartment,2,1227.3,2044000.0,2025-07-13
sale_00151,dxbconnect,Dubai,Business Bay,Damac Maison,apartment,2,1111.3,1824000.0,2025-06-17
sale_00152,dxbconnect,Dubai,Business Bay,Merano,apartment,2,1166.5,2242000.0,2026-02-14
sale_00153,dld,Dubai,Business Bay,Merano,apartment,2,1189.3,2119000.0,2025-12-24
sale_00154,dld,Dubai,Business Bay,Damac Maison,apartment,3,1663.1,2719000.0,2025-07-05
sale_00155,dld,Dubai,Business Bay,Executive Towers,apartment,3,1540.3,2816000.0,2025-12-17
sale_00156,dld,Dubai,Business Bay,Executive Towers,apartment,3,1817.1,2647000.0,2026-03-07
sale_00157,dld,Dubai,Business Bay,Merano,apartment,3,1615.7,2876000.0,2025-10-20
sale_00158,adre,Dubai,Business Bay,Executive Towers,apartment,3,1674.2,2897000.0,2025-09-22
sale_00159,adre,Dubai,Business Bay,Damac Maison,apartment,3,1772.1,3245000.0,2025-08-09
sale_00160,dxbconnect,Dubai,Business Bay,Damac Maison,apartment,3,1756.8,3138000.0,2026-01-29
sale_00161,adre,Dubai,Business Bay,Executive Towers,apartment,3,1668.7,2766000.0,2025-08-07
sale_00162,dld,Dubai,Business Bay,Merano,apartment,3,1573.1,2582000.0,2025-06-14
sale_00163,dxbconnect,Dubai,Business Bay,Executive Towers,apartment,3,1705.2,2824000.0,2026-02-10
sale_00164,adre,Dubai,Business Bay,Damac Maison,apartment,3,1775.4,3072000.0,2025-10-04
sale_00165,adre,Dubai,Business Bay,Merano,apartment,3,1719.2,2704000.0,2026-06-11
sale_00166,adre,Dubai,Business Bay,Merano,apartment,3,1726.7,2831000.0,2025-09-26
sale_00167,dxbconnect,Dubai,Business Bay,Damac Maison,apartment,3,1836.3,3494000.0,2025-09-09
sale_00168,dld,Dubai,Downtown Dubai,Boulevard Point,apartment,0,470.0,879000.0,2025-10-29
sale_00169,dxbconnect,Dubai,Downtown Dubai,The Address,apartment,0,430.4,1017000.0,2025-09-19
sale_00170,dxbconnect,Dubai,Downtown Dubai,The Address,apartment,0,427.5,905000.0,2026-01-12
sale_00171,dxbconnect,Dubai,Downtown Dubai,Boulevard Point,apartment,0,426.3,976000.0,2025-09-19
sale_00172,adre,Dubai,Downtown Dubai,Boulevard Point,apartment,0,414.4,849000.0,2025-06-27
sale_00173,adre,Dubai,Downtown Dubai,Burj Vista,apartment,0,482.4,1104000.0,2025-06-22
sale_00174,adre,Dubai,Downtown Dubai,Burj Vista,apartment,0,474.2,1024000.0,2026-03-24
sale_00175,adre,Dubai,Downtown Dubai,The Address,apartment,0,442.4,1033000.0,2025-08-17
sale_00176,dxbconnect,Dubai,Downtown Dubai,Burj Vista,apartment,0,472.4,937000.0,2026-01-30
sale_00177,dld,Dubai,Downtown Dubai,The Address,apartment,0,466.5,945000.0,2025-09-04
sale_00178,adre,Dubai,Downtown Dubai,Boulevard Point,apartment,0,437.7,896000.0,2026-01-25
sale_00179,dld,Dubai,Downtown Dubai,Burj Vista,apartment,0,443.1,1098000.0,2025-08-04
sale_00180,dld,Dubai,Downtown Dubai,Boulevard Point,apartment,0,460.9,1057000.0,2025-12-02
sale_00181,dld,Dubai,Downtown Dubai,The Address,apartment,0,445.3,973000.0,2025-10-11
sale_00182,adre,Dubai,Downtown Dubai,The Address,apartment,1,731.3,1368000.0,2025-09-02
sale_00183,dxbconnect,Dubai,Downtown Dubai,The Address,apartment,1,761.0,1480000.0,2026-01-20
sale_00184,dxbconnect,Dubai,Downtown Dubai,Burj Vista,apartment,1,766.6,1702000.0,2025-10-09
sale_00185,dld,Dubai,Downtown Dubai,The Address,apartment,1,804.5,1621000.0,2025-08-23
sale_00186,dxbconnect,Dubai,Downtown Dubai,The Address,apartment,1,876.1,1995000.0,2025-12-01
sale_00187,dld,Dubai,Downtown Dubai,Burj Vista,apartment,1,808.8,1599000.0,2026-01-21
sale_00188,adre,Dubai,Downtown Dubai,Burj Vista,apartment,1,761.7,1936000.0,2026-05-07
sale_00189,adre,Dubai,Downtown Dubai,The Address,apartment,1,728.3,1706000.0,2026-06-07
sale_00190,dxbconnect,Dubai,Downtown Dubai,The Address,apartment,1,739.3,1684000.0,2025-12-31
sale_00191,adre,Dubai,Downtown Dubai,The Address,apartment,1,700.8,1575000.0,2025-11-28
sale_00192,adre,Dubai,Downtown Dubai,Burj Vista,apartment,1,764.0,1709000.0,2025-11-21
sale_00193,dld,Dubai,Downtown Dubai,Boulevard Point,apartment,1,802.6,1740000.0,2025-09-16
sale_00194,dld,Dubai,Downtown Dubai,Burj Vista,apartment,1,816.7,1873000.0,2025-08-06
sale_00195,dld,Dubai,Downtown Dubai,The Address,apartment,1,819.1,1888000.0,2025-07-29
sale_00196,dld,Dubai,Downtown Dubai,Boulevard Point,apartment,2,1207.3,2796000.0,2025-11-12
sale_00197,dxbconnect,Dubai,Downtown Dubai,Boulevard Point,apartment,2,1237.8,2907000.0,2025-06-15
sale_00198,adre,Dubai,Downtown Dubai,Burj Vista,apartment,2,1143.1,2494000.0,2026-04-12
sale_00199,adre,Dubai,Downtown Dubai,Burj Vista,apartment,2,1286.1,2801000.0,2025-06-30
sale_00200,dld,Dubai,Downtown Dubai,Burj Vista,apartment,2,1202.2,2658000.0,2025-07-06
sale_00201,dxbconnect,Dubai,Downtown Dubai,Burj Vista,apartment,2,1121.5,2385000.0,2026-03-16
sale_00202,dld,Dubai,Downtown Dubai,The Address,apartment,2,1111.8,2341000.0,2025-08-29
sale_00203,dld,Dubai,Downtown Dubai,The Address,apartment,2,1162.6,2427000.0,2026-01-24
sale_00204,adre,Dubai,Downtown Dubai,Burj Vista,apartment,2,1254.3,2629000.0,2025-06-22
sale_00205,dld,Dubai,Downtown Dubai,Burj Vista,apartment,2,1164.3,2738000.0,2026-06-13
sale_00206,dld,Dubai,Downtown Dubai,Burj Vista,apartment,2,1229.7,2566000.0,2026-05-04
sale_00207,adre,Dubai,Downtown Dubai,The Address,apartment,2,1093.9,2192000.0,2026-01-07
sale_00208,adre,Dubai,Downtown Dubai,Burj Vista,apartment,2,1155.2,2413000.0,2026-03-22
sale_00209,dld,Dubai,Downtown Dubai,Boulevard Point,apartment,2,1018.5,2052000.0,2025-10-07
sale_00210,dld,Dubai,Downtown Dubai,Boulevard Point,apartment,3,1849.0,4243000.0,2025-12-19
sale_00211,dld,Dubai,Downtown Dubai,Burj Vista,apartment,3,1585.8,3680000.0,2026-04-20
sale_00212,dld,Dubai,Downtown Dubai,Boulevard Point,apartment,3,1756.0,3899000.0,2026-05-12
sale_00213,dld,Dubai,Downtown Dubai,Burj Vista,apartment,3,1779.3,4230000.0,2026-05-04
sale_00214,dld,Dubai,Downtown Dubai,The Address,apartment,3,1470.8,3541000.0,2026-03-21
sale_00215,adre,Dubai,Downtown Dubai,Burj Vista,apartment,3,1510.3,3422000.0,2025-08-06
sale_00216,dxbconnect,Dubai,Downtown Dubai,Boulevard Point,apartment,3,1883.4,4391000.0,2025-06-15
sale_00217,dxbconnect,Dubai,Downtown Dubai,The Address,apartment,3,1701.2,3748000.0,2025-12-30
sale_00218,dld,Dubai,Downtown Dubai,The Address,apartment,3,1909.0,4832000.0,2025-09-19
sale_00219,dxbconnect,Dubai,Downtown Dubai,Burj Vista,apartment,3,1787.2,4201000.0,2025-11-06
sale_00220,adre,Dubai,Downtown Dubai,Burj Vista,apartment,3,1827.5,4295000.0,2025-08-17
sale_00221,dld,Dubai,Downtown Dubai,The Address,apartment,3,1734.8,3416000.0,2026-06-07
sale_00222,dxbconnect,Dubai,Downtown Dubai,Boulevard Point,apartment,3,1643.3,3366000.0,2026-02-23
sale_00223,dxbconnect,Dubai,Downtown Dubai,Burj Vista,apartment,3,1838.6,4211000.0,2025-11-09
sale_00224,dxbconnect,Dubai,Palm Jumeirah,Palme Couture,apartment,0,460.3,1167000.0,2026-05-23
sale_00225,dld,Dubai,Palm Jumeirah,Shoreline,apartment,0,461.7,1049000.0,2026-06-12
sale_00226,adre,Dubai,Palm Jumeirah,Azure Residences,apartment,0,457.8,1289000.0,2026-01-23
sale_00227,dld,Dubai,Palm Jumeirah,Azure Residences,apartment,0,466.9,1171000.0,2025-11-30
sale_00228,dxbconnect,Dubai,Palm Jumeirah,Shoreline,apartment,0,430.1,1064000.0,2026-01-01
sale_00229,adre,Dubai,Palm Jumeirah,Palme Couture,apartment,0,474.1,1218000.0,2025-08-12
sale_00230,dld,Dubai,Palm Jumeirah,Shoreline,apartment,0,456.6,1221000.0,2025-08-08
sale_00231,dxbconnect,Dubai,Palm Jumeirah,Shoreline,apartment,0,461.1,1085000.0,2025-11-23
sale_00232,adre,Dubai,Palm Jumeirah,Palme Couture,apartment,0,469.5,1205000.0,2025-09-08
sale_00233,adre,Dubai,Palm Jumeirah,Shoreline,apartment,0,456.4,1042000.0,2026-01-11
sale_00234,dld,Dubai,Palm Jumeirah,Palme Couture,apartment,0,466.0,1149000.0,2026-02-03
sale_00235,adre,Dubai,Palm Jumeirah,Palme Couture,apartment,0,446.1,1066000.0,2025-07-24
sale_00236,adre,Dubai,Palm Jumeirah,Shoreline,apartment,0,448.9,1141000.0,2026-02-02
sale_00237,dxbconnect,Dubai,Palm Jumeirah,Palme Couture,apartment,0,446.7,1229000.0,2025-08-04
sale_00238,adre,Dubai,Palm Jumeirah,Azure Residences,apartment,1,794.9,1826000.0,2025-07-27
sale_00239,dxbconnect,Dubai,Palm Jumeirah,Azure Residences,apartment,1,781.4,1958000.0,2025-12-07
sale_00240,adre,Dubai,Palm Jumeirah,Palme Couture,apartment,1,836.8,1701000.0,2025-07-02
sale_00241,adre,Dubai,Palm Jumeirah,Palme Couture,apartment,1,727.2,1770000.0,2025-08-02
sale_00242,dld,Dubai,Palm Jumeirah,Shoreline,apartment,1,738.1,1803000.0,2026-01-07
sale_00243,dxbconnect,Dubai,Palm Jumeirah,Palme Couture,apartment,1,764.3,2166000.0,2026-01-27
sale_00244,adre,Dubai,Palm Jumeirah,Azure Residences,apartment,1,862.1,2141000.0,2025-10-28
sale_00245,dld,Dubai,Palm Jumeirah,Azure Residences,apartment,1,928.8,2460000.0,2026-01-15
sale_00246,adre,Dubai,Palm Jumeirah,Azure Residences,apartment,1,825.3,2011000.0,2026-05-20
sale_00247,dld,Dubai,Palm Jumeirah,Palme Couture,apartment,1,781.5,1992000.0,2026-04-27
sale_00248,dld,Dubai,Palm Jumeirah,Azure Residences,apartment,1,795.8,2049000.0,2026-06-05
sale_00249,dxbconnect,Dubai,Palm Jumeirah,Azure Residences,apartment,1,734.0,1650000.0,2025-09-11
sale_00250,adre,Dubai,Palm Jumeirah,Shoreline,apartment,1,783.9,1865000.0,2025-06-22
sale_00251,dld,Dubai,Palm Jumeirah,Azure Residences,apartment,1,761.0,1825000.0,2026-03-11
sale_00252,dld,Dubai,Palm Jumeirah,Palme Couture,apartment,2,1199.7,2788000.0,2026-03-16
sale_00253,adre,Dubai,Palm Jumeirah,Shoreline,apartment,2,1046.1,2257000.0,2026-03-13
sale_00254,dld,Dubai,Palm Jumeirah,Palme Couture,apartment,2,1164.4,2890000.0,2025-09-04
sale_00255,dxbconnect,Dubai,Palm Jumeirah,Azure Residences,apartment,2,1247.1,2875000.0,2025-07-01
sale_00256,dxbconnect,Dubai,Palm Jumeirah,Shoreline,apartment,2,1102.6,2812000.0,2026-03-24
sale_00257,adre,Dubai,Palm Jumeirah,Palme Couture,apartment,2,1002.9,2208000.0,2025-10-31
